ID,Claim Date,CarBrand,VehAge,DrivAge,Location,Claim Amt2,Age Criteria 
R68758,14/03/23,TOYOTA,5,24,RYIADH,798,23 to 27 
D68759,23/12/23,TOYOTA,1,27,RYIADH,969.5,23 to 27 
F68760,29/10/23,BMW,5,45,RYIADH,993.5,45 to 59
H68762,15/09/23,BMW,16,33,RYIADH,866,28 to 33
B68764,21/08/23,HYUNDAI,6,30,RYIADH,856.5,28 to 33
C68766,09/05/23,NISSAN,14,26,RYIADH,877,23 to 27 
R68767,10/11/23,NISSAN,13,26,DAMMAM,884.5,23 to 27 
D68770,15/09/23,NISSAN,18,34,DAMMAM,790,34 to 44
F68771,29/03/23,NISSAN,9,25,RYIADH,785.5,23 to 27 
H68772,23/07/23,NISSAN,9,25,RYIADH,1135,23 to 27 
B68776,29/06/23,NISSAN,15,29,RYIADH,798.5,28 to 33
C68777,26/03/23,NISSAN,15,29,RYIADH,1084,28 to 33
R68778,29/11/23,NISSAN,15,29,RYIADH,1312,28 to 33
D68779,04/06/23,NISSAN,5,42,RYIADH,800.5,34 to 44
F68781,24/04/23,TOYOTA,6,32,RYIADH,811,28 to 33
H68783,04/01/23,BMW,4,54,RYIADH,757.5,45 to 59
B68784,26/07/23,BMW,4,54,RYIADH,1141,45 to 59
C68791,13/09/23,BMW,2,30,RYIADH,1173.5,28 to 33
R68794,05/01/23,NISSAN,8,30,RYIADH,1148.5,28 to 33
D68795,28/11/23,HYUNDAI,1,26,RYIADH,865,23 to 27 
F68796,03/07/23,HYUNDAI,1,26,RYIADH,852.5,23 to 27 
H68799,06/11/23,NISSAN,14,25,RYIADH,780,23 to 27 
B68803,16/09/23,NISSAN,13,30,RYIADH,1124.5,28 to 33
C68804,26/11/23,NISSAN,9,30,JEDDAH,1105,28 to 33
R68805,17/06/23,NISSAN,10,30,DAMMAM,751.5,28 to 33
D68806,15/11/23,NISSAN,15,30,RYIADH,942,28 to 33
F68807,16/10/23,NISSAN,9,30,JEDDAH,1102.5,28 to 33
H68808,12/02/23,NISSAN,14,30,DAMMAM,1513.5,28 to 33
B68809,05/11/23,NISSAN,7,30,DAMMAM,1528.5,28 to 33
C68814,30/11/23,NISSAN,1,35,RYIADH,963,34 to 44
R68816,16/05/23,NISSAN,13,23,RYIADH,985.5,23 to 27 
D68817,15/01/23,NISSAN,13,23,DAMMAM,978.5,23 to 27 
F68818,28/10/23,NISSAN,18,23,RYIADH,760.5,23 to 27 
H68819,25/11/23,NISSAN,14,23,DAMMAM,797,23 to 27 
B68820,12/03/23,NISSAN,13,31,RYIADH,772.5,28 to 33
C68821,26/09/23,TOYOTA,3,43,RYIADH,740.5,34 to 44
R68825,14/01/23,KIA,6,22,RYIADH,775,18 to 22
D68826,14/07/23,KIA,6,22,RYIADH,792,18 to 22
F68828,24/07/23,TOYOTA,1,22,RYIADH,50000,18 to 22
H68830,30/04/23,NISSAN,4,45,RYIADH,1284.5,45 to 59
B68833,13/05/23,KIA,14,38,RYIADH,1276,34 to 44
C68834,21/09/23,NISSAN,4,20,RYIADH,5000,18 to 22
R68836,31/07/23,HYUNDAI,19,42,RYIADH,882.5,34 to 44
D68838,28/02/23,KIA,15,20,RYIADH,5000,18 to 22
F68839,11/03/23,KIA,15,20,RYIADH,1200,18 to 22
H68842,11/03/23,HYUNDAI,1,20,RYIADH,90000,18 to 22
B68843,23/06/23,HYUNDAI,1,20,RYIADH,1600,18 to 22
C68845,16/07/23,BMW,10,31,RYIADH,789,28 to 33
R68848,17/05/23,NISSAN,6,42,RYIADH,1150.5,34 to 44
D68849,18/06/23,HYUNDAI,11,28,RYIADH,788.5,28 to 33
F69538,08/09/23,HYUNDAI,2,22,RYIADH,12000,18 to 22
H70160,13/01/23,TOYOTA,8,34,RYIADH,1152,34 to 44
B71820,30/07/23,BMW,13,63,RYIADH,1167.5,60+ Aged
C73945,27/06/23,BMW,11,37,RYIADH,1139.5,34 to 44
R74075,04/12/23,BMW,1,31,JEDDAH,805,28 to 33
D74076,21/04/23,BMW,1,31,JEDDAH,952,28 to 33
F74077,28/10/23,BMW,1,31,JEDDAH,761.5,28 to 33
H74155,12/08/23,BMW,12,37,RYIADH,1120.5,34 to 44
B74156,11/09/23,BMW,12,37,RYIADH,1124,34 to 44
C74190,27/02/23,BMW,7,31,DAMMAM,1085.5,28 to 33
R74191,15/08/23,BMW,7,31,DAMMAM,770,28 to 33
D74192,21/12/23,BMW,7,31,DAMMAM,751,28 to 33
F74303,05/08/23,TOYOTA,8,60,RYIADH,1165.5,60+ Aged
H74338,02/11/23,KIA,7,44,RYIADH,1126.5,34 to 44
B74339,11/04/23,KIA,7,44,RYIADH,1043,34 to 44
C75298,04/12/23,BMW,4,69,RYIADH,804,60+ Aged
R75826,04/06/23,HYUNDAI,2,29,DAMMAM,796,28 to 33
D76460,31/12/23,TOYOTA,10,26,RYIADH,778.5,23 to 27 
F77389,27/11/23,TOYOTA,11,48,RYIADH,955.5,45 to 59
H77390,09/07/23,TOYOTA,0,48,RYIADH,798,45 to 59
B77391,13/03/23,TOYOTA,0,48,RYIADH,817,45 to 59
C77441,16/02/23,KIA,3,49,RYIADH,824.5,45 to 59
R77442,17/02/23,KIA,1,49,RYIADH,818.5,45 to 59
D77518,26/10/23,HYUNDAI,11,34,RYIADH,819,34 to 44
F77710,05/03/23,HYUNDAI,13,34,RYIADH,943.5,34 to 44
H79982,18/01/23,KIA,9,31,DAMMAM,728,28 to 33
B79983,10/03/23,KIA,9,31,DAMMAM,752,28 to 33
C79984,06/08/23,KIA,9,31,DAMMAM,737.5,28 to 33
R81824,10/10/23,HYUNDAI,4,82,RYIADH,791,60+ Aged
D85060,29/12/23,HYUNDAI,17,37,RYIADH,799.5,34 to 44
F85061,02/05/23,HYUNDAI,17,37,RYIADH,773,34 to 44
H86983,28/06/23,KIA,5,70,JEDDAH,1052.5,60+ Aged
B86984,25/09/23,KIA,5,70,JEDDAH,1054.5,60+ Aged
C94209,21/05/23,KIA,11,45,RYIADH,1098,45 to 59
R94210,25/09/23,KIA,12,45,DAMMAM,1146,45 to 59
D94242,18/04/23,HYUNDAI,13,43,JEDDAH,729.5,34 to 44
F96318,10/01/23,HYUNDAI,12,31,RYIADH,733.5,28 to 33
H96381,28/02/23,TOYOTA,10,36,RYIADH,813.5,34 to 44
B97384,30/09/23,KIA,10,39,RYIADH,731.5,34 to 44
C98027,27/11/23,NISSAN,7,42,JEDDAH,1166.5,34 to 44
R101035,06/02/23,BMW,1,29,RYIADH,1153.5,28 to 33
D101036,02/01/23,BMW,1,29,RYIADH,800,28 to 33
F101039,05/04/23,HYUNDAI,2,21,DAMMAM,1100,18 to 22
H101041,04/10/23,BMW,15,51,RYIADH,785.5,45 to 59
B101042,15/05/23,NISSAN,13,58,RYIADH,779,45 to 59
C101044,05/11/23,NISSAN,17,56,RYIADH,790.5,45 to 59
R101045,10/01/23,NISSAN,13,56,RYIADH,770.5,45 to 59
D101047,30/09/23,NISSAN,10,51,RYIADH,1151.5,45 to 59
F101049,02/01/23,KIA,7,68,RYIADH,1177.5,60+ Aged
H101052,28/04/23,HYUNDAI,1,43,RYIADH,798.5,34 to 44
B101054,13/10/23,BMW,1,75,RYIADH,787.5,60+ Aged
C101055,20/05/23,NISSAN,9,34,RYIADH,1193.5,34 to 44
R101056,01/10/23,BMW,1,33,DAMMAM,1200,28 to 33
D101059,16/09/23,NISSAN,23,65,RYIADH,920.3214286,60+ Aged
F101060,07/08/23,NISSAN,8,65,RYIADH,953.7857143,60+ Aged
H101062,04/01/23,HYUNDAI,14,29,RYIADH,936.2015306,28 to 33
B101063,24/07/23,NISSAN,12,31,DAMMAM,3000,28 to 33
C101064,07/05/23,NISSAN,7,31,DAMMAM,953.7857143,28 to 33
R101069,13/12/23,NISSAN,12,40,RYIADH,936.2015306,34 to 44
D101070,12/11/23,KIA,8,48,RYIADH,44000,45 to 59
F101072,02/03/23,NISSAN,10,58,RYIADH,953.7857143,45 to 59
H101074,24/10/23,NISSAN,14,22,RYIADH,936.2015306,18 to 22
B101075,11/03/23,NISSAN,9,28,RYIADH,5000,28 to 33
C101076,16/04/23,NISSAN,9,28,RYIADH,1543,28 to 33
R101077,24/10/23,BMW,2,22,RYIADH,1543,18 to 22
D101081,24/10/23,NISSAN,6,50,JEDDAH,1491,45 to 59
F101083,25/11/23,HYUNDAI,3,40,RYIADH,744,34 to 44
H101087,07/03/23,KIA,13,22,RYIADH,969,18 to 22
B101088,19/09/23,KIA,12,22,RYIADH,942,18 to 22
C101089,28/04/23,NISSAN,22,36,DAMMAM,1350,34 to 44
R101093,28/12/23,HYUNDAI,8,37,RYIADH,715,34 to 44
D101094,04/03/23,HYUNDAI,8,37,RYIADH,758,34 to 44
F101099,01/01/23,NISSAN,1,28,RYIADH,1754,28 to 33
H101100,28/03/23,NISSAN,13,34,JEDDAH,1785,34 to 44
B101101,14/04/23,NISSAN,16,34,RYIADH,1616,34 to 44
C101102,03/05/23,NISSAN,16,27,RYIADH,1693,23 to 27 
R101105,13/09/23,KIA,8,19,RYIADH,4000,18 to 22
D101106,25/10/23,KIA,11,19,RYIADH,7000,18 to 22
F101107,28/09/23,KIA,11,19,RYIADH,5000,18 to 22
H101109,18/12/23,BMW,9,29,DAMMAM,1577,28 to 33
B101110,18/05/23,HYUNDAI,12,20,RYIADH,60000,18 to 22
C101111,02/03/23,HYUNDAI,4,30,RYIADH,1721,28 to 33
R101119,28/04/23,NISSAN,2,39,RYIADH,991,34 to 44
D101122,04/06/23,NISSAN,3,39,RYIADH,1738,34 to 44
F101124,05/07/23,BMW,0,32,RYIADH,1216,28 to 33
H101127,03/02/23,BMW,1,58,RYIADH,1493,45 to 59
B101130,12/11/23,NISSAN,13,24,RYIADH,1458,23 to 27 
C101131,13/09/23,HYUNDAI,4,59,RYIADH,1765,45 to 59
R101133,10/02/23,HYUNDAI,7,59,RYIADH,756,45 to 59
D101135,07/10/23,HYUNDAI,9,48,RYIADH,861,45 to 59
F101137,06/10/23,HYUNDAI,10,27,DAMMAM,1053,23 to 27 
H101138,11/01/23,HYUNDAI,0,27,DAMMAM,1400,23 to 27 
B101139,27/10/23,HYUNDAI,0,27,DAMMAM,727,23 to 27 
C101140,12/01/23,HYUNDAI,0,27,RYIADH,1022.75,23 to 27 
R101149,02/04/23,KIA,9,46,JEDDAH,793.25,45 to 59
D101150,07/07/23,KIA,13,46,RYIADH,491,45 to 59
F101151,10/11/23,KIA,11,46,RYIADH,671.25,45 to 59
H101154,12/06/23,BMW,7,28,RYIADH,673,28 to 33
B101156,06/11/23,KIA,9,64,RYIADH,1061,60+ Aged
C101159,13/03/23,NISSAN,13,26,RYIADH,1050,23 to 27 
R101160,02/01/23,NISSAN,12,26,RYIADH,714.375,23 to 27 
D101161,24/02/23,NISSAN,12,26,JEDDAH,893.25,23 to 27 
F101163,07/02/23,KIA,0,30,RYIADH,1041.25,28 to 33
H101166,26/08/23,BMW,15,50,RYIADH,929.5,45 to 59
B101167,14/08/23,NISSAN,12,35,RYIADH,921.25,34 to 44
C101168,02/08/23,NISSAN,7,36,RYIADH,1169,34 to 44
R101169,28/05/23,NISSAN,14,36,RYIADH,1152.5,34 to 44
D101170,05/12/23,NISSAN,0,36,RYIADH,889.5,34 to 44
F101171,29/10/23,HYUNDAI,15,24,RYIADH,866,23 to 27 
H101172,01/05/23,BMW,14,45,RYIADH,816.5,45 to 59
B101173,11/03/23,BMW,6,45,RYIADH,816,45 to 59
C101175,21/02/23,HYUNDAI,18,45,RYIADH,798.5,45 to 59
R101177,26/02/23,KIA,0,49,RYIADH,776,45 to 59
D101179,11/10/23,BMW,1,38,RYIADH,960.5,34 to 44
F101180,01/12/23,NISSAN,16,24,RYIADH,929.5,23 to 27 
H101181,09/12/23,BMW,0,56,RYIADH,842.5,45 to 59
B101182,09/07/23,BMW,0,56,RYIADH,808,45 to 59
C101184,21/12/23,TOYOTA,9,44,RYIADH,1494,34 to 44
R101185,07/08/23,TOYOTA,9,44,RYIADH,959,34 to 44
D101186,08/02/23,TOYOTA,0,44,RYIADH,1526.5,34 to 44
F101187,01/04/23,TOYOTA,0,44,RYIADH,1509.5,34 to 44
H101188,19/09/23,TOYOTA,0,44,RYIADH,1516.5,34 to 44
B101193,08/11/23,NISSAN,3,22,RYIADH,1150.5,18 to 22
C101195,02/10/23,BMW,1,24,RYIADH,1287,23 to 27 
R101197,31/01/23,NISSAN,8,39,RYIADH,1297.5,34 to 44
D101200,22/02/23,HYUNDAI,11,60,RYIADH,1267.5,60+ Aged
F101202,23/08/23,HYUNDAI,3,60,RYIADH,1268.5,60+ Aged
H101204,29/07/23,TOYOTA,20,27,RYIADH,1291.5,23 to 27 
B101206,17/04/23,BMW,3,52,RYIADH,762,45 to 59
C101208,27/11/23,HYUNDAI,10,30,RYIADH,801.5,28 to 33
R101209,18/11/23,HYUNDAI,10,30,RYIADH,970.5,28 to 33
D101212,04/07/23,KIA,12,21,RYIADH,871,18 to 22
F101213,11/06/23,KIA,7,24,RYIADH,872,23 to 27 
H101214,07/07/23,KIA,7,24,RYIADH,774.5,23 to 27 
B101215,29/11/23,BMW,14,33,RYIADH,1147.5,28 to 33
C101216,11/01/23,BMW,12,33,RYIADH,1162.5,28 to 33
R101218,15/06/23,NISSAN,3,28,RYIADH,815,28 to 33
D101219,11/04/23,NISSAN,10,25,RYIADH,1080.5,23 to 27 
F101220,16/08/23,NISSAN,22,25,DAMMAM,1105,23 to 27 
H101223,23/02/23,KIA,11,33,RYIADH,1290,28 to 33
B101228,08/05/23,NISSAN,3,77,RYIADH,801,60+ Aged
C101230,06/06/23,BMW,11,23,RYIADH,784,23 to 27 
R101231,21/06/23,BMW,11,23,DAMMAM,778,23 to 27 
D101233,19/03/23,NISSAN,16,42,JEDDAH,778.5,34 to 44
F101234,03/01/23,NISSAN,12,26,DAMMAM,788.5,23 to 27 
H101235,21/06/23,NISSAN,12,26,DAMMAM,753,23 to 27 
B101237,19/05/23,TOYOTA,0,46,RYIADH,943.5,45 to 59
C101238,28/02/23,TOYOTA,0,46,RYIADH,847.5,45 to 59
R101239,09/10/23,TOYOTA,0,46,RYIADH,853.5,45 to 59
D101243,31/10/23,NISSAN,18,30,DAMMAM,732.5,28 to 33
F101244,07/11/23,BMW,1,36,RYIADH,759.5,34 to 44
H101246,29/11/23,HYUNDAI,18,35,DAMMAM,748,34 to 44
B101248,29/09/23,HYUNDAI,13,41,JEDDAH,1140.5,34 to 44
C101249,27/12/23,HYUNDAI,1,30,RYIADH,801.5,28 to 33
R101254,27/02/23,TOYOTA,0,22,RYIADH,1499,18 to 22
D101255,13/02/23,TOYOTA,0,22,RYIADH,961,18 to 22
F101257,08/08/23,BMW,0,51,RYIADH,966,45 to 59
H101258,04/03/23,BMW,0,51,RYIADH,987,45 to 59
B101260,10/12/23,KIA,2,30,RYIADH,960,28 to 33
C101261,10/05/23,KIA,2,30,RYIADH,1522,28 to 33
R101263,04/08/23,BMW,0,52,RYIADH,1292,45 to 59
D101264,30/06/23,BMW,0,52,RYIADH,1276.5,45 to 59
F101266,20/07/23,NISSAN,12,20,RYIADH,1305,18 to 22
H101267,16/03/23,NISSAN,12,20,RYIADH,1279.5,18 to 22
B101268,13/11/23,NISSAN,11,20,RYIADH,1115.5,18 to 22
C101270,20/04/23,NISSAN,8,47,RYIADH,814.5,45 to 59
R101271,22/01/23,NISSAN,8,47,RYIADH,824,45 to 59
D101274,05/11/23,BMW,0,44,DAMMAM,804.5,34 to 44
F101276,19/06/23,HYUNDAI,12,29,DAMMAM,985,28 to 33
H101278,24/03/23,NISSAN,4,39,JEDDAH,961.5,34 to 44
B101279,18/01/23,HYUNDAI,11,20,DAMMAM,867.5,18 to 22
C101280,08/12/23,NISSAN,8,33,RYIADH,860,28 to 33
R101284,04/06/23,NISSAN,5,22,RYIADH,883.5,18 to 22
D101287,02/09/23,NISSAN,0,54,RYIADH,889.5,45 to 59
F101288,12/01/23,NISSAN,0,54,RYIADH,803,45 to 59
H101291,14/05/23,TOYOTA,2,25,RYIADH,770.5,23 to 27 
B101293,21/08/23,KIA,1,26,RYIADH,1154,23 to 27 
C101294,23/07/23,KIA,1,26,RYIADH,817,23 to 27 
R101296,11/03/23,NISSAN,8,23,RYIADH,1072.5,23 to 27 
D101301,06/04/23,BMW,9,42,RYIADH,1275.5,34 to 44
F101304,08/02/23,NISSAN,11,42,JEDDAH,824,34 to 44
H101309,26/05/23,KIA,0,29,JEDDAH,802,28 to 33
B101311,11/11/23,NISSAN,13,25,RYIADH,790.5,23 to 27 
C101312,19/04/23,BMW,10,30,RYIADH,1162,28 to 33
R101316,09/11/23,TOYOTA,1,44,RYIADH,1174.5,34 to 44
D101317,13/10/23,TOYOTA,1,44,RYIADH,1140,34 to 44
F102929,20/05/23,TOYOTA,7,22,RYIADH,2200,18 to 22
H102952,01/02/23,HYUNDAI,9,31,RYIADH,864,28 to 33
B102953,24/05/23,HYUNDAI,9,31,RYIADH,758,28 to 33
C104674,01/12/23,HYUNDAI,9,29,RYIADH,1122,28 to 33
R106157,03/11/23,TOYOTA,4,49,JEDDAH,1109.5,45 to 59
D106158,29/07/23,TOYOTA,4,49,JEDDAH,751.5,45 to 59
F106668,09/06/23,TOYOTA,5,31,DAMMAM,953.5,28 to 33
H106669,03/08/23,TOYOTA,0,31,RYIADH,1126,28 to 33
B107214,28/05/23,KIA,3,26,RYIADH,1521.5,23 to 27 
C107338,09/08/23,KIA,0,26,RYIADH,1512,23 to 27 
R107931,01/03/23,HYUNDAI,13,34,RYIADH,962,34 to 44
D107932,02/07/23,HYUNDAI,13,34,RYIADH,994.5,34 to 44
F110607,30/03/23,HYUNDAI,0,34,RYIADH,966.5,34 to 44
H110608,06/06/23,HYUNDAI,0,34,RYIADH,786.5,34 to 44
B111855,28/10/23,NISSAN,9,22,DAMMAM,30000,18 to 22
C111856,04/06/23,NISSAN,13,25,RYIADH,796,23 to 27 
R111857,04/06/23,NISSAN,13,25,RYIADH,721,23 to 27 
D111859,26/08/23,HYUNDAI,3,26,RYIADH,791,23 to 27 
F111860,23/03/23,HYUNDAI,3,26,RYIADH,799,23 to 27 
H111862,20/08/23,NISSAN,11,30,RYIADH,797.5,28 to 33
B111863,19/09/23,NISSAN,1,26,RYIADH,1303,23 to 27 
C111867,29/03/23,NISSAN,12,52,RYIADH,1293.5,45 to 59
R111868,14/11/23,NISSAN,12,52,RYIADH,790.5,45 to 59
D111869,06/09/23,NISSAN,12,52,RYIADH,851,45 to 59
F111871,29/01/23,HYUNDAI,2,34,RYIADH,851,34 to 44
H111879,13/08/23,NISSAN,16,31,RYIADH,800.5,28 to 33
B111880,26/07/23,KIA,7,51,RYIADH,959,45 to 59
C111882,02/03/23,NISSAN,16,33,RYIADH,817.5,28 to 33
R111883,05/06/23,NISSAN,8,51,RYIADH,812.5,45 to 59
D111887,25/05/23,HYUNDAI,1,40,JEDDAH,1136.5,34 to 44
F111889,22/06/23,NISSAN,9,32,RYIADH,827.5,28 to 33
H111890,18/09/23,NISSAN,9,32,RYIADH,825.5,28 to 33
B111891,23/07/23,KIA,7,21,RYIADH,1173,18 to 22
C111893,12/08/23,HYUNDAI,0,34,RYIADH,1146,34 to 44
R111898,07/01/23,NISSAN,13,36,RYIADH,1164,34 to 44
D111899,08/10/23,NISSAN,9,26,DAMMAM,812,23 to 27 
F111900,04/10/23,NISSAN,8,26,JEDDAH,929,23 to 27 
H111902,25/09/23,BMW,5,45,RYIADH,738,45 to 59
B111908,30/08/23,BMW,15,32,RYIADH,1096,28 to 33
C111911,07/04/23,NISSAN,8,40,RYIADH,1088,34 to 44
R111912,18/07/23,NISSAN,5,25,RYIADH,1091.5,23 to 27 
D111913,01/03/23,NISSAN,5,25,RYIADH,768,23 to 27 
F111918,28/01/23,NISSAN,1,24,RYIADH,745.5,23 to 27 
H111919,20/09/23,TOYOTA,16,24,RYIADH,1148,23 to 27 
B111920,17/07/23,TOYOTA,16,24,RYIADH,1160,23 to 27 
C111922,03/02/23,NISSAN,15,27,DAMMAM,1039.5,23 to 27 
R111923,27/05/23,NISSAN,15,27,DAMMAM,805.5,23 to 27 
D111925,26/07/23,NISSAN,12,34,DAMMAM,794,34 to 44
F111929,07/08/23,HYUNDAI,3,50,RYIADH,770,45 to 59
H111931,18/10/23,NISSAN,5,43,RYIADH,974.5,34 to 44
B111932,02/08/23,NISSAN,5,43,RYIADH,810,34 to 44
C111936,06/04/23,NISSAN,8,23,JEDDAH,796.5,23 to 27 
R111937,19/03/23,NISSAN,8,23,JEDDAH,789.5,23 to 27 
D111942,16/11/23,KIA,5,26,RYIADH,824.5,23 to 27 
F111945,19/12/23,TOYOTA,8,23,RYIADH,799.5,23 to 27 
H111950,30/06/23,HYUNDAI,0,29,RYIADH,959,28 to 33
B111952,30/07/23,HYUNDAI,12,36,RYIADH,752,34 to 44
C111954,12/03/23,NISSAN,11,33,RYIADH,739,28 to 33
R111955,29/12/23,NISSAN,11,33,RYIADH,744.5,28 to 33
D111957,03/11/23,NISSAN,4,30,RYIADH,789,28 to 33
F111958,18/12/23,NISSAN,6,25,RYIADH,797,23 to 27 
H111959,07/01/23,NISSAN,6,25,RYIADH,805,23 to 27 
B111965,04/08/23,NISSAN,6,46,DAMMAM,1035,45 to 59
C111967,02/06/23,BMW,4,24,RYIADH,1047,23 to 27 
R111968,10/07/23,BMW,4,24,RYIADH,1123,23 to 27 
D111970,15/08/23,HYUNDAI,0,39,RYIADH,1149,34 to 44
F111971,01/06/23,HYUNDAI,0,39,RYIADH,746.5,34 to 44
H111973,19/08/23,NISSAN,13,25,RYIADH,773,23 to 27 
B111974,18/09/23,NISSAN,13,25,RYIADH,818,23 to 27 
C111977,08/07/23,NISSAN,7,67,RYIADH,763,60+ Aged
R111979,22/08/23,KIA,5,29,RYIADH,1154,28 to 33
D111980,26/05/23,NISSAN,8,23,RYIADH,1124,23 to 27 
F111981,27/09/23,NISSAN,8,23,RYIADH,778,23 to 27 
H111982,14/04/23,NISSAN,8,23,RYIADH,772.5,23 to 27 
B111985,05/07/23,BMW,5,45,JEDDAH,789.5,45 to 59
C111989,16/12/23,NISSAN,1,51,RYIADH,789,45 to 59
R111990,12/04/23,NISSAN,3,23,RYIADH,781.5,23 to 27 
D111992,31/08/23,BMW,7,19,RYIADH,9000,18 to 22
F111993,17/11/23,NISSAN,0,22,RYIADH,1176.5,18 to 22
H111995,17/08/23,NISSAN,8,34,RYIADH,1168.5,34 to 44
B111997,14/05/23,TOYOTA,0,44,RYIADH,800.5,34 to 44
C111998,16/02/23,TOYOTA,0,44,RYIADH,786,34 to 44
R112000,15/03/23,NISSAN,15,27,RYIADH,1170,23 to 27 
D112003,12/05/23,TOYOTA,10,35,RYIADH,1198,34 to 44
F112005,03/11/23,HYUNDAI,3,60,RYIADH,757.5,60+ Aged
H112007,08/02/23,BMW,5,41,RYIADH,869,34 to 44
B112009,09/07/23,TOYOTA,0,31,JEDDAH,2901,28 to 33
C112012,26/09/23,HYUNDAI,5,32,RYIADH,2942,28 to 33
R112014,25/09/23,HYUNDAI,0,30,RYIADH,1369,28 to 33
D112015,04/06/23,HYUNDAI,0,30,RYIADH,1587,28 to 33
F112017,26/08/23,BMW,3,44,RYIADH,2091,34 to 44
H112020,26/02/23,NISSAN,0,80,RYIADH,3022,60+ Aged
B112022,11/08/23,HYUNDAI,11,36,RYIADH,2528,34 to 44
C112023,07/12/23,HYUNDAI,10,46,RYIADH,1659,45 to 59
R112025,14/11/23,BMW,11,46,RYIADH,1107,45 to 59
D112027,26/02/23,KIA,8,70,RYIADH,1766,60+ Aged
F112029,01/09/23,BMW,0,26,RYIADH,3472,23 to 27 
H112030,27/09/23,BMW,0,26,RYIADH,2880,23 to 27 
B112032,13/10/23,KIA,9,29,RYIADH,3199,28 to 33
C112034,19/05/23,NISSAN,0,30,RYIADH,1989,28 to 33
R112041,01/08/23,NISSAN,14,24,RYIADH,3491,23 to 27 
D112044,20/12/23,HYUNDAI,6,20,RYIADH,3537,18 to 22
F112045,10/06/23,HYUNDAI,6,20,RYIADH,2337,18 to 22
H112047,22/07/23,NISSAN,11,40,RYIADH,2839,34 to 44
B112049,17/11/23,NISSAN,17,46,RYIADH,2859,45 to 59
C112051,03/12/23,NISSAN,10,67,RYIADH,762,60+ Aged
R112053,07/09/23,HYUNDAI,2,52,RYIADH,2596,45 to 59
D112054,13/08/23,HYUNDAI,2,52,RYIADH,2778,45 to 59
F112056,28/07/23,NISSAN,13,42,DAMMAM,2173,34 to 44
H112059,29/04/23,NISSAN,2,37,RYIADH,2104,34 to 44
B112061,01/11/23,TOYOTA,0,77,RYIADH,1299,60+ Aged
C112063,29/05/23,KIA,0,29,RYIADH,1155,28 to 33
R112069,29/06/23,KIA,7,22,RYIADH,3327,18 to 22
D112073,01/06/23,NISSAN,17,26,RYIADH,3408,23 to 27 
F112077,05/12/23,NISSAN,10,26,RYIADH,2872,23 to 27 
H112081,18/01/23,NISSAN,10,33,RYIADH,3276,28 to 33
B112085,13/09/23,NISSAN,10,27,RYIADH,2441,23 to 27 
C112824,30/12/23,NISSAN,2,52,RYIADH,2182,45 to 59
R115528,08/08/23,BMW,14,23,RYIADH,3241,23 to 27 
D115529,15/12/23,BMW,14,23,RYIADH,2826,23 to 27 
F116255,16/09/23,NISSAN,4,28,JEDDAH,3207,28 to 33
H116256,28/01/23,NISSAN,4,28,JEDDAH,2957,28 to 33
B117988,04/05/23,KIA,5,25,RYIADH,1022.75,23 to 27 
C120019,11/10/23,NISSAN,2,39,JEDDAH,793.25,34 to 44
R131100,22/08/23,HYUNDAI,8,78,RYIADH,491,60+ Aged
D133102,02/08/23,BMW,1,37,RYIADH,671.25,34 to 44
F135915,26/06/23,KIA,9,76,RYIADH,673,60+ Aged
H136805,12/08/23,TOYOTA,12,35,JEDDAH,1061,34 to 44
B136905,14/03/23,KIA,9,35,RYIADH,1050,34 to 44
C136906,17/01/23,KIA,0,35,RYIADH,714.375,34 to 44
R137495,15/01/23,TOYOTA,9,80,RYIADH,893.25,60+ Aged
D142200,11/08/23,NISSAN,8,32,RYIADH,1041.25,28 to 33
F142201,15/04/23,NISSAN,8,32,RYIADH,929.5,28 to 33
H142202,13/01/23,NISSAN,1,32,RYIADH,921.25,28 to 33
B144046,26/01/23,KIA,1,51,RYIADH,1012.375,45 to 59
C146019,04/01/23,BMW,9,86,RYIADH,938,60+ Aged
R146752,06/04/23,HYUNDAI,5,44,DAMMAM,670.5,34 to 44
D147893,21/02/23,BMW,13,58,RYIADH,621.75,45 to 59
F148133,10/01/23,KIA,1,57,DAMMAM,741.5,45 to 59
H148578,09/09/23,NISSAN,7,37,RYIADH,568,34 to 44
B148809,18/08/23,HYUNDAI,2,31,RYIADH,892.25,28 to 33
C148810,03/04/23,HYUNDAI,2,31,RYIADH,883.5,28 to 33
R148811,17/03/23,HYUNDAI,0,31,RYIADH,698.5,28 to 33
D149639,09/06/23,TOYOTA,1,60,RYIADH,696.5,60+ Aged
F149651,10/03/23,TOYOTA,11,41,DAMMAM,601.75,34 to 44
H150157,17/11/23,BMW,3,53,DAMMAM,777.5,45 to 59
B150158,13/01/23,BMW,3,53,DAMMAM,1509,45 to 59
C150698,06/09/23,NISSAN,10,54,RYIADH,942,45 to 59
R150699,24/12/23,NISSAN,10,54,RYIADH,1496.5,45 to 59
D151579,05/09/23,BMW,16,50,RYIADH,1533.5,45 to 59
F151871,25/03/23,KIA,5,40,RYIADH,1521.5,34 to 44
H151872,05/11/23,KIA,5,40,RYIADH,1135.5,34 to 44
B152507,21/04/23,HYUNDAI,10,57,RYIADH,1304.5,45 to 59
C152508,11/07/23,HYUNDAI,10,57,RYIADH,1307,45 to 59
